ID,POS,Name,TM,Age,NAT,B,T
31900,1B,Rowdy Tellez,Toronto,26,USA,Left,Left
34286,1B,Yoshi Tsutsugo,Tampa Bay,29,JPN,Left,Right
30274,1B,Daniel Vogelbach,Milwaukee,28,USA,Left,Right
33240,1B,Luke Voit,New York,30,USA,Right,Right
18661,1B,Joey Votto,Cincinnati,37,CAN,Left,Right
31132,1B,Christian Walker,Arizona,30,USA,Right,Right
1304,1B,Evan White,Seattle,24,USA,Right,Left
27472,2B,Ehire Adrianza,Atlanta,31,VEN,Switch,Right
30329,2B,Hanser Alberto,Kansas City,28,DOM,Right,Right
32810,2B,Ozzie Albies,Atlanta,24,CUR,Switch,Right
26923,2B,Jose Altuve,Houston,30,VEN,Right,Right
32122,2B,Christian Arroyo,Boston,25,USA,Right,Right
31097,2B,Franklin Barreto,Los Angeles,25,VEN,Right,Right
30123,2B,Jon Berti,Miami,31,USA,Right,Right
30957,2B,David Bote,Chicago,27,USA,Right,Right
18625,2B,Asdrubal Cabrera,Arizona,35,VEN,Switch,Right
18261,2B,Robinson Cano,New York,38,DOM,Left,Right
31779,2B,Harold Castro,Detroit,27,VEN,Left,Right
26817,2B,Starlin Castro,Washington,31,DOM,Right,Right
1152,2B,Jazz Chisholm Jr.,Miami,23,BAH,Left,Right
22062,2B,Jake Cronenworth,San Diego,27,USA,Left,Right
30214,2B,Phillip Evans,Pittsburgh,28,USA,Right,Right
25698,2B,David Fletcher,Los Angeles,26,USA,Right,Right
31844,2B,Adam Frazier,Pittsburgh,29,USA,Left,Right
24538,2B,Ryan Goins,Atlanta,33,USA,Left,Right
23717,2B,Marwin Gonzalez,Boston,32,VEN,Switch,Right
22060,2B,Sam Haggerty,Seattle,26,USA,Switch,Right
22363,2B,Josh Harrison,Washington,33,USA,Right,Right
28060,2B,Cesar Hernandez,Cleveland,30,VEN,Switch,Right
24670,2B,Enrique Hernandez,Boston,29,PUR,Right,Right
22900,2B,Jonathan India,Cincinnati,24,USA,Right,Right
31925,2B,Tony Kemp,Oakland,29,USA,Left,Right
35576,2B,Ha-seong Kim,San Diego,25,KOR,Right,Right
29420,2B,Tommy La Stella,San Francisco,32,USA,Left,Right
24944,2B,DJ LeMahieu,New York,32,USA,Right,Right
33088,2B,Shed Long Jr.,Seattle,25,USA,Left,Right
22304,2B,Brandon Lowe,Tampa Bay,26,USA,Left,Right
18790,2B,Jed Lowrie,Oakland,36,USA,Switch,Right
26238,2B,Gavin Lux,Los Angeles,23,USA,Left,Right
23699,2B,Nick Madrigal,Chicago,24,USA,Right,Right
22349,2B,Mark Mathias,Milwaukee,26,USA,Right,Right
32756,2B,Jack Mayfield,Los Angeles,30,USA,Right,Right
21198,2B,Zach McKinstry,Los Angeles,25,USA,Left,Right
32007,2B,Ryan McMahon,Colorado,26,USA,Left,Right
32770,2B,Jeff McNeil,New York,28,USA,Left,Right
29058,2B,Whit Merrifield,Kansas City,32,USA,Right,Right
30069,2B,Brad Miller,Philadelphia,31,USA,Left,Right
36544,2B,Dylan Moore,Seattle,28,USA,Right,Right
30328,2B,Rougned Odor,Texas,27,VEN,Left,Right
29800,2B,Joe Panik,Toronto,30,USA,Left,Right
28574,2B,Jorge Polanco,Minnesota,27,DOM,Switch,Right
36913,2B,Jose Rojas,Los Angeles,28,USA,Left,Right
37441,2B,Josh Rojas,Arizona,26,USA,Left,Right
32425,2B,Amed Rosario,Cleveland,25,DOM,Right,Right
20988,2B,Max Schrock,Cincinnati,26,USA,Left,Right
29535,2B,Marcus Semien,Toronto,30,USA,Right,Right
22621,2B,Eric Sogard,Chicago,34,USA,Left,Right
25977,2B,Nick Solak,Texas,26,USA,Right,Right
20970,2B,Donovan Solano,San Francisco,33,COL,Right,Right
31059,2B,Edmundo Sosa,St. Louis,25,PAN,Right,Right
30873,2B,Chris Taylor,Los Angeles,30,USA,Right,Right
29066,2B,Ronald Torreyes,Philadelphia,28,VEN,Right,Right
34546,2B,Ramon Urias,Baltimore,26,MEX,Right,Right
32044,2B,Josh VanMeter,Arizona,26,USA,Left,Right
28008,2B,Jonathan Villar,New York,29,DOM,Switch,Right
32941,2B,Tyler Wade,New York,26,USA,Left,Right
21693,2B,Donovan Walton,Seattle,26,USA,Left,Right
31113,2B,Joey Wendle,Tampa Bay,30,USA,Left,Right
32031,2B,Stevie Wilkerson,Baltimore,29,USA,Switch,Right
29236,2B,Kolten Wong,Milwaukee,30,USA,Left,Right
67,3B,Brian Anderson,Miami,27,USA,Right,Right
30506,3B,Miguel Andujar,New York,26,DOM,Right,Right
24830,3B,Nolan Arenado,St. Louis,29,USA,Right,Right
685,3B,Matt Beaty,Los Angeles,27,USA,Left,Right
31906,3B,Cavan Biggio,Toronto,25,USA,Left,Right
36712,3B,Alec Bohm,Philadelphia,24,USA,Right,Right
20876,3B,Alex Bregman,Houston,27,USA,Right,Right
21907,3B,Mike Brosseau,Tampa Bay,27,USA,Right,Right
31842,3B,Kris Bryant,Chicago,29,USA,Right,Right
30493,3B,Jeimer Candelario,Detroit,27,USA,Switch,Right
24560,3B,Matt Carpenter,St. Louis,35,USA,Left,Right
55,3B,Matt Chapman,Oakland,27,USA,Right,Right
24121,3B,Charlie Culberson,Texas,31,USA,Right,Right
28,3B,J.D. Davis,New York,27,USA,Right,Right
32631,3B,Rafael Devers,Boston,24,DOM,Left,Right
23714,3B,Josh Donaldson,Minnesota,35,USA,Right,Right
32019,3B,Hunter Dozier,Kansas City,29,USA,Right,Right
31363,3B,Matt Duffy,Chicago,30,USA,Right,Right
22033,3B,Eduardo Escobar,Arizona,32,VEN,Switch,Right
23385,3B,Todd Frazier,Pittsburgh,35,USA,Right,Right
35871,3B,Joshua Fuentes,Colorado,28,USA,Right,Right
22913,3B,Ke'Bryan Hayes,Pittsburgh,24,USA,Right,Right
28007,3B,Brock Holt,Texas,32,USA,Left,Right
26539,3B,Carter Kieboom,Washington,23,USA,Right,Right
30970,3B,Jake Lamb,Chicago,30,USA,Left,Right
18911,3B,Evan Longoria,San Francisco,35,USA,Right,Right
28252,3B,Manny Machado,San Diego,28,USA,Right,Right
34650,3B,Yoan Moncada,Chicago,25,CUB,Switch,Right
23586,3B,Mike Moustakas,Cincinnati,32,USA,Left,Right
30027,3B,Jace Peterson,Milwaukee,30,USA,Left,Right
30429,3B,Jose Ramirez,Cleveland,28,DOM,Switch,Right
29430,3B,Anthony Rendon,Los Angeles,30,USA,Right,Right
22819,3B,Austin Riley,Atlanta,23,USA,Right,Right
30651,3B,Rio Ruiz,Baltimore,26,USA,Left,Right
18851,3B,Pablo Sandoval,Atlanta,34,VEN,Switch,Right
24568,3B,Kyle Seager,Seattle,33,USA,Left,Right
27545,3B,Jean Segura,Philadelphia,31,DOM,Right,Right
29202,3B,Eugenio Suarez,Cincinnati,29,VEN,Right,Right
20092,3B,Abraham Toro,Houston,24,CAN,Switch,Right
26621,3B,Justin Turner,Los Angeles,36,USA,Right,Right
24863,3B,Gio Urshela,New York,29,COL,Right,Right
32284,SS,Willy Adames,Tampa Bay,25,DOM,Right,Right
29415,SS,Nick Ahmed,Arizona,31,USA,Right,Right
32051,SS,Tim Anderson,Chicago,27,USA,Right,Right
22316,SS,Elvis Andrus,Oakland,32,VEN,Right,Right
30695,SS,Orlando Arcia,Milwaukee,26,VEN,Right,Right
29696,SS,Javier Baez,Chicago,28,PUR,Right,Right
37052,SS,Jose Barrero,Cincinnati,22,CUB,Right,Right
26137,SS,Bo Bichette,Toronto,23,USA,Right,Right
29148,SS,Xander Bogaerts,Boston,28,ARU,Right,Right
33705,SS,Malquin Canelo,Baltimore,26,DOM,Right,Right
33635,SS,Ivan Castillo,San Diego,25,DOM,Switch,Right
32701,SS,Willi Castro,Detroit,23,PUR,Switch,Right
30633,SS,Carlos Correa,Houston,26,PUR,Right,Right
27501,SS,Brandon Crawford,San Francisco,34,USA,Left,Right
31905,SS,J.P. Crawford,Seattle,26,USA,Left,Right
35842,SS,Paul DeJong,St. Louis,27,USA,Right,Right
34581,SS,Aledmys Diaz,Houston,30,CUB,Right,Right
32255,SS,Kyle Farmer,Cincinnati,30,USA,Right,Right
25937,SS,Freddy Galvis,Baltimore,31,VEN,Switch,Right
20335,SS,Andres Gimenez,Cleveland,22,VEN,Left,Right
30427,SS,Erik Gonzalez,Pittsburgh,29,DOM,Right,Right
1048,SS,Nick Gordon,Minnesota,25,USA,Left,Right
27723,SS,Didi Gregorius,Philadelphia,31,NED,Left,Right
32400,SS,Luis Guillorme,New York,26,USA,Left,Right
33277,SS,Garrett Hampson,Colorado,26,USA,Right,Right
24090,SS,Jose Iglesias,Los Angeles,31,CUB,Right,Right
32944,SS,Isiah Kiner-Falefa,Texas,26,USA,Right,Right
29694,SS,Francisco Lindor,New York,27,PUR,Switch,Right
20095,SS,Nicky Lopez,Kansas City,26,USA,Left,Right
21579,SS,Jordy Mercer,Washington,34,USA,Right,Right
30503,SS,Adalberto Mondesi,Kansas City,25,USA,Switch,Right
21955,SS,Kevin Newman,Pittsburgh,27,USA,Right,Right
22822,SS,Brendan Rodgers,Colorado,24,USA,Right,Right
27239,SS,Miguel Rojas,Miami,32,VEN,Right,Right
30665,SS,Corey Seager,Los Angeles,26,USA,Left,Right
20462,SS,Zack Short,Detroit,25,USA,Right,Right
28398,SS,Andrelton Simmons,Minnesota,31,CUR,Right,Right
29646,SS,Trevor Story,Colorado,28,USA,Right,Right
20947,SS,Dansby Swanson,Atlanta,27,USA,Right,Right
221,SS,Fernando Tatis Jr.,San Diego,22,DOM,Right,Right
32604,SS,Gleyber Torres,New York,24,VEN,Right,Right
15,SS,Trea Turner,Washington,27,USA,Right,Right
34722,SS,Luis Urias,Milwaukee,23,MEX,Right,Right
35618,LF,Yordan Alvarez,Houston,23,CUB,Left,Right
34943,LF,Randy Arozarena,Tampa Bay,26,CUB,Right,Right
35420,LF,Luis Arraez,Minnesota,23,VEN,Left,Right
33315,LF,Andrew Benintendi,Kansas City,26,USA,Left,Left
21001,LF,Michael Brantley,Houston,33,USA,Left,Left
30657,LF,Lewis Brinson,Miami,26,USA,Right,Right
32171,LF,Willie Calhoun,Texas,26,USA,Left,Right
33715,LF,Franchy Cordero,Boston,26,DOM,Left,Right
30632,LF,David Dahl,Texas,26,USA,Left,Right
33122,LF,Jonathan Davis,Toronto,28,USA,Right,Right
20807,LF,Ian Desmond,Colorado,35,USA,Right,Right
29989,LF,Alex Dickerson,San Francisco,30,USA,Left,Left
28731,LF,Corey Dickerson,Miami,31,USA,Left,Right
31873,LF,Clint Frazier,New York,26,USA,Right,Right
28916,LF,Ben Gamel,Cleveland,28,USA,Left,Left
18754,LF,Brett Gardner,New York,37,USA,Left,Left
23201,LF,Robbie Grossman,Detroit,31,USA,Switch,Left
34652,LF,Lourdes Gurriel Jr.,Toronto,27,CUB,Right,Right
20887,LF,Ian Happ,Chicago,26,USA,Switch,Right
20053,LF,Austin Hays,Baltimore,25,USA,Right,Right
35739,LF,Sam Hilliard,Colorado,27,USA,Left,Left
32599,LF,Eloy Jimenez,Chicago,24,DOM,Right,Right
31117,LF,Tim Lopes,Milwaukee,26,USA,Right,Right
24721,LF,J.D. Martinez,Boston,33,USA,Right,Right
20842,LF,Andrew McCutchen,Philadelphia,34,USA,Right,Right
29772,LF,Brandon Nimmo,New York,28,USA,Left,Right
36059,LF,Brian O'Grady,San Diego,28,USA,Left,Right
32075,LF,Tyler O'Neill,St. Louis,25,CAN,Right,Right
24739,LF,Marcell Ozuna,Atlanta,30,DOM,Right,Right
28657,LF,Joc Pederson,Chicago,28,USA,Left,Left
32949,LF,David Peralta,Arizona,33,VEN,Left,Left
25852,LF,Tommy Pham,San Diego,33,USA,Right,Right
31954,LF,Chad Pinder,Oakland,29,USA,Right,Right
25067,LF,AJ Pollock,Los Angeles,33,USA,Right,Right
28215,LF,Jurickson Profar,San Diego,28,CUR,Switch,Right
25631,LF,Bryan Reynolds,Pittsburgh,26,USA,Switch,Right
28577,LF,Eddie Rosario,Cleveland,29,PUR,Left,Right
12,LF,Kyle Schwarber,Washington,28,USA,Left,Right
31938,LF,Dominic Smith,New York,25,USA,Left,Left
24044,LF,Giancarlo Stanton,New York,31,USA,Right,Right
32062,LF,Raimel Tapia,Colorado,27,DOM,Left,Left
1160,LF,Lane Thomas,St. Louis,25,USA,Right,Right
26263,LF,Taylor Trammell,Seattle,23,USA,Left,Left
18618,LF,Justin Upton,Los Angeles,33,USA,Right,Right
23691,LF,Andrew Vaughn,Chicago,22,USA,Right,Right
21793,LF,LaMonte Wade Jr,San Francisco,27,USA,Left,Left
30660,LF,Jesse Winker,Cincinnati,27,USA,Left,Left
28971,LF,Christian Yelich,Milwaukee,29,USA,Left,Right
34279,CF,Shogo Akiyama,Cincinnati,32,JPN,Left,Right
30710,CF,Anthony Alford,Pittsburgh,26,USA,Right,Right
30636,CF,Albert Almora Jr.,New York,26,USA,Right,Right
21197,CF,Harrison Bader,St. Louis,26,USA,Right,Right
32055,CF,Cody Bellinger,Los Angeles,25,USA,Left,Left
30626,CF,Byron Buxton,Minnesota,27,USA,Right,Right
22969,CF,Lorenzo Cain,Milwaukee,34,USA,Right,Right
20046,CF,Dylan Carlson,St. Louis,22,USA,Switch,Left
30230,CF,Jake Cave,Minnesota,28,USA,Left,Left
33454,CF,Mauricio Dubon,San Francisco,26,USA,Right,Right
22817,CF,Jarrod Dyson,Kansas City,36,USA,Left,Right
32021,CF,Adam Engel,Chicago,29,USA,Right,Right
33163,CF,Dustin Fowler,Pittsburgh,26,USA,Left,Left
25663,CF,Jake Fraley,Seattle,25,USA,Left,Left
34649,CF,Adolis Garcia,Texas,28,CUB,Right,Right
27933,CF,Randal Grichuk,Toronto,29,USA,Right,Right
24902,CF,Billy Hamilton,Chicago,30,USA,Switch,Right
28857,CF,Odubel Herrera,Philadelphia,29,VEN,Left,Right
21224,CF,Aaron Hicks,New York,31,USA,Switch,Right
1044,CF,Derek Hill,Detroit,25,USA,Right,Right
26202,CF,Ender Inciarte,Atlanta,30,VEN,Left,Left
30643,CF,Travis Jankowski,Philadelphia,29,USA,Left,Right
31849,CF,JaCoby Jones,Detroit,28,USA,Right,Right
28779,CF,Kevin Kiermaier,Tampa Bay,30,USA,Left,Right
36297,CF,Ramon Laureano,Oakland,26,DOM,Right,Right
25907,CF,Kyle Lewis,Seattle,25,USA,Right,Right
28211,CF,Jake Marisnick,Chicago,30,USA,Right,Right
31417,CF,Ketel Marte,Arizona,27,DOM,Switch,Right
24588,CF,Starling Marte,Miami,32,DOM,Right,Right
32200,CF,Jorge Mateo,San Diego,25,DOM,Right,Right
35813,CF,Cedric Mullins,Baltimore,26,USA,Left,Left
21637,CF,Rafael Ortega,Chicago,29,VEN,Left,Right
24644,CF,Chris Owings,Colorado,29,USA,Right,Right
23986,CF,Cristian Pache,Atlanta,22,DOM,Right,Right
29823,CF,Kevin Pillar,New York,32,USA,Right,Right
29931,CF,Roman Quinn,Philadelphia,27,USA,Switch,Right
35616,CF,Luis Robert,Chicago,23,CUB,Right,Right
35585,CF,Victor Robles,Washington,23,DOM,Right,Right
25829,CF,Nick Senzel,Cincinnati,25,USA,Right,Right
29770,CF,George Springer,Toronto,31,USA,Right,Right
22356,CF,Andrew Stevenson,Washington,26,USA,Left,Left
36805,CF,Myles Straw,Houston,26,USA,Right,Right
33034,CF,Mike Tauchman,New York,30,USA,Left,Left
23836,CF,Leody Taveras,Texas,22,DOM,Switch,Right
28233,CF,Michael A. Taylor,Kansas City,30,USA,Right,Right
27932,CF,Mike Trout,Los Angeles,29,USA,Right,Right
1107,CF,Alex Verdugo,Boston,24,USA,Left,Left
78,CF,Bradley Zimmer,Cleveland,28,USA,Left,Right
205,RF,Ronald Acuna Jr.,Atlanta,23,VEN,Right,Right
33622,RF,Aristides Aquino,Cincinnati,26,DOM,Right,Right
30224,RF,Mookie Betts,Los Angeles,28,USA,Right,Right
26755,RF,Charlie Blackmon,Colorado,34,USA,Left,Left
30222,RF,Jackie Bradley Jr.,Milwaukee,30,USA,Left,Right
28338,RF,Kole Calhoun,Arizona,33,USA,Left,Left
29025,RF,Mark Canha,Oakland,32,USA,Right,Right
28493,RF,Nick Castellanos,Cincinnati,29,USA,Right,Right
16,RF,Michael Conforto,New York,28,USA,Left,Right
18263,RF,Nelson Cruz,Minnesota,40,DOM,Right,Right
33976,RF,Yonathan Daza,Colorado,27,VEN,Right,Right
30875,RF,Austin Dean,St. Louis,27,USA,Right,Right
29108,RF,Adam Duvall,Miami,32,USA,Right,Right
28311,RF,Adam Eaton,Chicago,32,USA,Left,Left
25836,RF,Tommy Edman,St. Louis,25,USA,Switch,Right
21,RF,Derek Fisher,Milwaukee,27,USA,Left,Right
18751,RF,Dexter Fowler,Los Angeles,35,USA,Switch,Right
30641,RF,Joey Gallo,Texas,27,USA,Left,Right
24815,RF,Avisail Garcia,Milwaukee,29,VEN,Right,Right
28572,RF,Niko Goodrum,Detroit,29,USA,Switch,Right
25493,RF,Trent Grisham,San Diego,24,USA,Left,Left
30713,RF,Mitch Haniger,Seattle,30,USA,Right,Right
28245,RF,Bryce Harper,Philadelphia,28,USA,Left,Right
31298,RF,Teoscar Hernandez,Toronto,28,DOM,Right,Right
35601,RF,Yadiel Hernandez,Washington,33,CUB,Left,Right
24310,RF,Jason Heyward,Chicago,31,USA,Left,Left
31843,RF,Aaron Judge,New York,28,USA,Right,Right
28223,RF,Max Kepler,Minnesota,28,GER,Left,Left
33103,RF,Tim Locastro,Arizona,28,USA,Right,Right
158,RF,Jordan Luplow,Cleveland,27,USA,Right,Right
32136,RF,Trey Mancini,Baltimore,29,USA,Right,Right
32059,RF,Manuel Margot,Tampa Bay,26,DOM,Right,Right
37442,RF,Chas McCormick,Houston,25,USA,Right,Left
31908,RF,Austin Meadows,Tampa Bay,25,USA,Left,Left
28213,RF,Wil Myers,San Diego,30,USA,Right,Right
36125,RF,Edward Olivares,Kansas City,25,VEN,Right,Right
36519,RF,Jorge Ona,San Diego,24,CUB,Right,Right
30756,RF,Brett Phillips,Tampa Bay,26,USA,Left,Right
30639,RF,Stephen Piscotty,Oakland,30,USA,Right,Right
28531,RF,Gregory Polanco,Pittsburgh,29,DOM,Left,Left
31922,RF,Hunter Renfroe,Boston,29,USA,Right,Right
32074,RF,Franmil Reyes,Cleveland,25,DOM,Right,Right
35652,RF,Jesus Sanchez,Miami,23,DOM,Left,Right
31379,RF,Anthony Santander,Baltimore,26,VEN,Switch,Right
30732,RF,Jorge Soler,Kansas City,29,CUB,Right,Right
26470,RF,Juan Soto,Washington,22,DOM,Left,Left
20877,RF,DJ Stewart,Baltimore,27,USA,Left,Right
22887,RF,Kyle Tucker,Houston,24,USA,Left,Right
968,RF,Jared Walsh,Los Angeles,27,USA,Left,Left
32087,RF,Mike Yastrzemski,San Francisco,30,USA,Left,Left
27954,DH,Khris Davis,Texas,33,USA,Right,Right
"Monday, April 4th , 2022 - OOTP Baseball 22.10 Build 79",,,,,,,